0,0.008651 
1,0.008696 
2,0.008710 
3,0.008723 
4,0.058983 
5,0.059020 
2,0.260051 
3,0.260077 
4,0.260088 
5,0.260097 
6,0.310328 
7,0.310356 
8,0.310366 
9,0.410733 
10,0.410763 
11,0.410771 
12,0.410778 
13,0.461014 
14,0.461043 
15,0.461051 
16,0.461058 
17,0.511296 
18,0.511338 
19,0.511356 
20,0.511371 
21,0.561555 
22,0.561597 
23,0.561614 
24,0.561628 
25,0.611857 
26,0.611892 
27,0.611908 
28,0.611923 
29,0.662218 
30,0.662253 
31,0.662269 
32,0.662285 
33,0.712429 
34,0.712464 
35,0.712481 
36,0.712495 
37,0.762688 
38,0.762723 
39,0.762740 
40,0.762754 
41,0.812920 
42,0.812956 
43,0.812974 
44,0.812990 
45,0.863659 
46,0.863780 
47,0.863875 
48,0.863969 
49,0.914176 
50,0.914203 
51,0.914212 
52,0.914219 
53,0.964436 
54,0.964463 
55,0.964485 
56,0.964493 
57,1.014684 
58,1.014714 
59,1.014722 
60,1.014729 
61,1.064893 
62,1.064920 
63,1.064929 
64,1.064936 
65,1.115115 
66,1.115145 
67,1.115154 
68,1.115162 
69,1.165490 
70,1.165557 
71,1.165585 
72,1.165607 
73,1.215850 
74,1.215912 
75,1.215936 
76,1.215956 
77,1.266309 
78,1.266373 
79,1.266402 
80,1.266424 
81,1.316720 
82,1.316781 
83,1.316805 
84,1.316826 
85,1.367191 
86,1.367258 
87,1.367288 
88,1.367311 
89,1.417543 
90,1.417582 
91,1.417596 
92,1.417606 
93,1.467796 
94,1.467831 
95,1.467842 
96,1.467850 
97,1.518099 
98,1.518132 
99,1.518141 
100,1.518148 
101,1.568372 
102,1.568399 
103,1.568410 
104,1.568418 
105,1.618650 
106,1.618683 
107,1.618694 
108,1.618703 
109,1.668936 
110,1.668969 
111,1.668979 
112,1.668988 
113,1.719234 
114,1.719296 
115,1.719319 
116,1.719339 
117,1.769679 
118,1.769746 
119,1.769774 
120,1.769795 
121,1.820136 
122,1.820203 
123,1.820245 
124,1.820287 
125,1.870711 
126,1.870772 
127,1.870796 
128,1.870816 
129,1.920983 
130,1.921015 
131,1.921026 
132,1.921035 
133,1.971267 
134,1.971298 
135,1.971309 
136,1.971318 
137,2.021532 
138,2.021561 
139,2.021572 
140,2.021581 
141,2.071753 
142,2.071779 
143,2.071787 
144,2.071794 
